codisi;;Updated at 23:37:09;Updated at 23:37:44;Updated at 23:37:58;Updated at 23:38:19;Updated at 23:39:15;Updated at 23:39:24;Updated at 23:39:37;Updated at 23:39:53;Updated at 23:40:08;Updated at 23:40:45;Updated at 23:40:57;Updated at 23:41:23;Updated at 23:42:00;Updated at 23:42:15;Updated at 23:42:56;Updated at 23:43:07;Updated at 23:43:29;Updated at 23:43:58;Updated at 23:44:20;Updated at 23:44:45;Updated at 23:45:13;Updated at 23:45:53;Updated at 23:46:10;Updated at 23:46:31;Updated at 23:46:47;Updated at 23:47:11
BRRLOGACNOR4;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1189160465;430208222,8;1869102024;4400630290;6100663254;10871872936
BROFSAACNOR7;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1654949979;1887441322;1510572168;1261867250;1833726714;2352176662
BRBSANBDR002;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRUTECBDR005;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRUSBCBDR003;;914334804;7506597516;12594199963;15517505203;81528883155;28748612753;42552941595;92248807671;1,44621E+11;1,61263E+11;1,54468E+11;1,26866E+11;1,35822E+11;94856001313;1,02852E+11;75012292614;85967287641;96156913257;1,25972E+11;1,73925E+11;2,15627E+11;2,95512E+11;2,84045E+11;2,92192E+11;2,83871E+11;3,72252E+11
BRTIFFBDR000;;517378914;754475634;576349274,6;636562354,5;982649865;5592256131;8551327997;10392329848;12769078662;18372339633;12350090585;12727337662;11339041456;10503493760;7297681569;9324791063;13060272470;15669449571;15272547066;28292772735;36752278764;38727027551;31349615491;43103641312;37801668591;65275427043
BRMEALACNOR9;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1081155884;2186067286;1579828229;996896957,4;676118296;807678260;1515437560;1159059936;1737806231
BRRUMOACNOR3;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRENMTACNPR2;;NULL;NULL;NULL;55099007720;66095300;140836300;105534000;58959070;40392870,7;64571452,78;179068807,4;439417772,7;841755496,1;1073341872;634874122,2;796947146,5;686142365,1;672124008;653568891,6;576322352,9;1080753591;1217848897;2106928182;2509176871;4252369846;6534275602
BRPARCACNOR3;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRSWETACNOR3;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRPRIOACNOR1;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7148399910;3396623260;1473282281;246881780,2;130893175,6;161540558,9;307306845,5;1127250589;1404022881;5176852915
BRBOXPBDR008;;NULL;NULL;NULL;1433120870;2340609126;3813136689;7269863085;7988697695;12354165569;13592938923;18739960753;19489656931;27905031498;19494112615;15291147207;16212025234;20016328681;27429759424;33052792194;36665625956;54125213955;77553140588;62922177049;65015610169;63923730399;84491522595
BRUPACBDR001;;7891911846;13438212704;15101622988;17173600369;13466013821;19590227711;24365332714;32351529287;54600610072;50722978887;46348656901;49844710128;52989905888;57487967313;58924111806;56179411090;75821980105;95327723964;1,23531E+11;1,83748E+11;2,84004E+11;2,6445E+11;2,77966E+11;3,48306E+11;3,84711E+11;5,09417E+11
BRDHERBDR004;;1263026606;1811055378;2779718234;4077037602;8855939408;12398404920;18320230500;19830502705;36243282600;40078403154;47040527538;40159819502;47526833620;48045865968;42711886844;42093330722;51184463794;60138718117;80785625250;1,27415E+11;1,62589E+11;2,52007E+11;1,75159E+11;2,09547E+11;2,66949E+11;4,34233E+11
BRMDLZBDR002;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1,3873E+11;76235887899;50552574029;50104327876;1,1069E+11;1,25288E+11;87368403802;93225189698;69897315036;91329257780;1,22949E+11;96889477915;1,45749E+11;1,66445E+11;2,82133E+11;2,22726E+11;2,06533E+11;2,19778E+11;3,14936E+11
BRSEDUACNOR1;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1573973818;3100470138;2832903807;2850320972;3566166936;2050872560;3900478032;5764214511;6238667820
BRCOTYBDR006;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;14283567958;19570547610;35218939527;44455543646;48555768873;19782127627;34036386548
BRFMXBBDR003;;1173455103;1285247458;1903496282;4857502572;3826633511;8180166512;7329290398;8990725356;13535948987;11027241268;14138656780;18925085688;27413759868;23320038382;71076959588;28461387630;31150675487;43377931297;67263864595;76029467642;81293105436;1,28191E+11;88120442317;1,03599E+11;1,11862E+11;1,30204E+11
BRTEXABDR003;;5867595487;8928176238;12557697158;20779153955;40409981559;1,38126E+11;1,5559E+11;1,1487E+11;97817274657;1,45935E+11;1,12948E+11;1,21259E+11;91241079806;79694241436;47574580434;56892417210;63319084610;61958129220;74030530859;1,12627E+11;1,52136E+11;2,20137E+11;2,37264E+11;3,39064E+11;3,38304E+11;4,87625E+11
BRACNBBDR006;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;20780606743;26960980909;37619201240;41413469309;56971818034;64393432466;49763222176;57950743430;52819668231;57211086163;70077599212;98260415842;1,31144E+11;1,58984E+11;2,7221E+11;2,47655E+11;3,22177E+11;3,39629E+11;5,55818E+11
BRBONYBDR001;;4614575526;9429794319;13548904254;24039542005;36984955511;53138494328;79086777498;69461819844;64439700426;73021800353;69042754142;57302243294;63196014736;94554234004;76022700980;58692110858;62160237226;44972107452;63934687676;94245384384;1,24463E+11;1,78372E+11;1,62974E+11;1,79602E+11;1,77991E+11;1,89054E+11
BRCRPGACNPA3;;3749460,867;15417899,7;49701989,02;53739995;69626200;65780131,6;87157534;91466602,3;57756303,98;190994148,4;337851141,5;440728390;154832316;329697,36;151494091,7;407442309,3;316911305,2;363923215,2;417257331,6;306980074,8;100403466,3;57231170,42;88266432,15;402499013,2;792337849,7;761193140,8
BRKMBBBDR009;;6824982119;12673453183;27996475758;30429887852;35675503794;64259772561;71750889088;71717110087;85981440414;85120419384;85218149568;65121501780;66487940624;51304093556;51502154440;46113215532;42656083615;53999303816;69095803152;94403220173;1,13677E+11;1,82956E+11;1,32967E+11;1,36491E+11;1,46711E+11;1,87464E+11
BRMETBBDR004;;NULL;NULL;NULL;NULL;NULL;NULL;50482290493;51748877989;68708201547;73395376520;80056384272;86710666122;95779046710;77299682638;66254059489;50435352066;72651985787;61426310163;78446445197;1,42478E+11;1,64335E+11;2,12185E+11;1,92695E+11;1,72079E+11;1,55838E+11;1,9112E+11
BRTGTBBDR004;;4288336794;5336159858;8620811448;16646829343;28889021290;58050090422;57837801243;85169949312;99601847475;98912243827;1,23456E+11;1,12935E+11;1,04614E+11;72475995769;60505623162;63408476113;70647941475;64075379688;78255248231;95341537184;1,29222E+11;1,77105E+11;1,31986E+11;1,19799E+11;1,31391E+11;2,57198E+11
BRGDBRBDR002;;2431294866;3688281459;4546502793;6021723315;9031469814;19128652335;29044048517;37149293807;57268194353;51006590915;55622478035;53649596699;64232124998;61988960730;53637903358;45827878839;44477050093;44051826901;51485988244;79941885430;1,23851E+11;1,71926E+11;1,71048E+11;1,95081E+11;1,76496E+11;2,07826E+11
BRGOOGBDR013;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1,40175E+11;2,86518E+11;3,00991E+11;3,77672E+11;2,34738E+11;3,42752E+11;3,15162E+11;3,89675E+11;4,8584E+11;8,87825E+11;9,63107E+11;1,73008E+12;1,73008E+12;NULL;NULL;NULL
BRHSHYBDR001;;3550388213;3996062111;5514818884;6797435193;9882139508;11288291887;13364984965;21110324772;32447009970;28652564543;27315429783;23322157279;18183681938;15509503914;18877401729;13800624719;17075797589;24575821373;33131576975;50929265249;77407366394;76624873197;71410633823;76976313084;83836248062;1,21087E+11
BRMOSCBDR003;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5019033087;13227003384;19976870405;73751448663;38017658986;46309037276;56528805390;39961435725;50047449312;47801188866;45304186510;38507739688;33418486076;30487615888;42626610329;32678727940
BRWUNIBDR007;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;36618025500;30469642683;25034120320;22733088447;20209370174;21058665935;16092925853;22312793194;25236241184;35830013462;34259625824;28557839812;28762738896;44206742207
BRKHCBBDR007;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3,49571E+11;3,45789E+11;3,05827E+11;2,00287E+11;1,55407E+11
BRVVARACNPR8;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRCRPGACNPB1;;3749460,867;15417899,7;49701989,02;53739995;69626200;65780131,6;87157534;91466602,3;57756303,98;190994148,4;337851141,5;440728390;154832316;329697,36;151494091,7;407442309,3;316911305,2;363923215,2;417257331,6;306980074,8;100403466,3;57231170,42;88266432,15;402499013,2;792337849,7;761193140,8
BRFRTAACNOR8;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;32400000;33200000;90000000;100000000;81600000;72600000;37500000;24000000;31500000;26578125;33283106,7;46217351,16;20700000;11526370,56;17109456,3
BRTIETACNPR7;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1440922210;1344994516;1461271083;3278502187;4759023503;6006451115;6837118184;5378258484;7072178469;8656430804;9482156810;8398196216;7037834223;6104341354;5510950897;5508677748;5044374909;3978052288;6281936625
BRCLGNBDR002;;37322876,25;108775787,1;118695717,9;126956456,3;304839744,8;2255168476;4573528468;5453387268;6066361880;10566470785;11591667435;25682986460;43289193911;31476920507;60074592891;44591723140;46184411482;55899091312;70128216570;1,6915E+11;2,4418E+11;3,72531E+11;2,91909E+11;2,72376E+11;1,76593E+11;3,23204E+11
BRCVSHBDR008;;2758115558;3255897511;4351245647;12239644418;25908585484;28189979598;43511072647;26616147307;35175854344;40643184112;47872117955;50267041082;54349599489;1,02394E+11;98110795340;79168030627;78394418327;98873017549;1,25021E+11;2,0005E+11;2,93605E+11;4,28643E+11;2,73766E+11;2,427E+11;3,21397E+11;3,88426E+11
BRGILDBDR000;;152429742;601440309;726984210;1265104599;1514464250;4305285178;6771389298;13561716468;24175707672;33802819418;40217242752;56253271230;63743758719;74354297531;1,10272E+11;67852526497;48820064399;57267088652;1,16257E+11;2,75514E+11;3,83148E+11;5,77397E+11;3,06917E+11;3,15852E+11;3,1101E+11;3,32247E+11
BRTMOSBDR007;;1930482113;2526914475;2067096994;2450830163;1040416425;4288823286;10137696852;9613764551;11740422769;11725041647;12820728324;11423510310;39459312399;41298237519;34487232113;33930874298;36511837565;31686857015;47865175406;94580900822;1,38025E+11;2,24144E+11;1,81327E+11;2,52179E+11;3,34757E+11;5,26889E+11
BRBIIBBDR001;;16990535,25;276933600;422784121,3;742128571,3;1135682947;7563313296;15702107274;23915268505;18513874791;34815610706;58988569205;35913060150;35405274618;28878492225;32835406298;26960170249;26512572730;49795660165;72551263147;1,58088E+11;2,17515E+11;2,70366E+11;2,00722E+11;2,30297E+11;2,32649E+11;2,13753E+11
BRBLAKBDR003;;NULL;NULL;NULL;NULL;NULL;1980194932;702777640,5;1025362308;2481753619;2848889524;3882343580;16222238527;37760585816;44317754949;38158776717;76363954778;60441723503;59394834552;73742866564;1,26E+11;1,60363E+11;2,2326E+11;2,00637E+11;2,65932E+11;2,33942E+11;3,18027E+11
BRSCHWBDR006;;1691331131;3501837158;5619382705;7924720526;18141787474;61150458600;70031573844;48931073798;54342529070;45586067361;42771593744;44203869230;52141469161;50082632677;43382138335;38110756319;33921901390;26636709291;39308787144;79470787778;1,06271E+11;1,71648E+11;1,70221E+11;2,24724E+11;2,12799E+11;2,48987E+11
BRGOGLBDR001;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1,3995E+11;2,86518E+11;3,00991E+11;3,77672E+11;2,34738E+11;3,42752E+11;3,15162E+11;3,89675E+11;4,8584E+11;8,87825E+11;9,63107E+11;2,09228E+12;1,7537E+12;2,42063E+12;2,76802E+12;3,79858E+12
BRGOGLBDR019;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1,3995E+11;2,86518E+11;3,00991E+11;3,77672E+11;2,34738E+11;3,42752E+11;3,15162E+11;3,89675E+11;4,8584E+11;8,87825E+11;9,63107E+11;2,09228E+12;1,7537E+12;2,42063E+12;2,76802E+12;3,79858E+12
BRDUPOBDR000;;32330236161;38863709156;55861111138;76717535428;72167154925;1,2413E+11;96808315049;1,01244E+11;1,52041E+11;1,3051E+11;1,40677E+11;91306737145;95655780302;69285570157;54831655214;53021816507;75556478908;78786643917;87439708843;1,40861E+11;1,79838E+11;2,31099E+11;2,07586E+11;2,29241E+11;2,29241E+11;2,29241E+11
BRESRXBDR009;;3888282940;7833383642;10564754553;14241262218;19284134664;24663307075;39580951827;30653006830;20869859370;23184350637;29074798012;32831208061;28811525365;26638993005;11219628504;16804884003;16480048810;22332797079;32238028745;56883893020;73188557410;1,49244E+11;1,1141E+11;1,62748E+11;2,70093E+11;3,08109E+11
BRROSTBDR006;;231351390;466640676;1262800600;979989174;1156210020;2865178213;2645009374;5977775583;11810826388;11367767416;11251392237;9761135669;8742045049;5969744161;9252005211;9218903740;12498008809;20242529944;24749120699;38107109724;52627026118;86286297063;84109212424;1,0025E+11;1,17662E+11;1,70143E+11
BRTRVCBDR005;;3185717058;4642310747;5032886460;7659910666;9913398220;13663424968;21718917579;20817237217;27990272804;25993688317;65888988474;72281281115;79095522571;59498660844;61382372920;47469486517;42433835691;45494204999;56212861225;75389687247;91492061501;1,35939E+11;1,13128E+11;1,17716E+11;1,17819E+11;1,42895E+11
BRMACYBDR000;;2967218100;5094373500;7264970655;9907471546;11034720226;19152669181;13267100276;17844747494;20069231979;23993776022;25961591097;42193436856;44248618897;19064394616;10717883830;12295366476;17777674548;25164909890;30956869123;46967925787;60255457103;43538743869;35609672519;26113225125;35841816518;20549133600
BRSSFOBDR003;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4636994670;8111067852;8832655125;12543085909;9633171240;16055173703;28780314251;25702577712;49689042002;78976576692;1,00669E+11;2,06112E+11;1,55165E+11;2,45764E+11;3,92976E+11;5,96332E+11
BRVTLMACNOR3;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRABBVBDR001;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1,13485E+11;1,97421E+11;2,82755E+11;3,83428E+11;3,31058E+11;5,11973E+11;5,08658E+11;5,33174E+11
